Table S1. oxLDL-induced differentially expressed genes in macrophages identified by single-cell transcriptomics,,,,,
gene,logFC,logCPM,F,PValue,P_adj
SLC16A6,1.428490105,3.37002274,35.66662087,2.05280509715541e-05,0.000665004
HLA-DPA1,-0.618401795,7.856500796,35.63603848,2.06270314925616e-05,0.000666089
SNN,-0.757222469,5.187937534,35.56564853,2.0856901354985e-05,0.000671381
TLE4,-0.731613736,5.127996631,35.5227706,2.09983413581585e-05,0.000673802
DLL1,1.565758159,2.948473065,35.39032103,2.14421252132948e-05,0.000685878
FMNL2,1.009579565,4.823299795,35.22149576,2.20231989042178e-05,0.000700062
HIF1A,0.591404429,7.017146513,35.23733854,2.19679219212607e-05,0.000700062
FNIP2,0.736114048,6.418764357,35.10251115,2.24433959364804e-05,0.000711197
SKP2,-1.226193638,3.765085527,35.03732046,2.26774473822067e-05,0.000715092
CD14,-0.496852117,9.648709745,35.02916689,2.27069139913001e-05,0.000715092
IGF2R,0.620081346,6.74615613,34.9280194,2.30760686881756e-05,0.000724475
FCER1A,-2.377414854,2.718399722,34.86070003,2.33255121249058e-05,0.000730053
KCNE3,-0.662908183,5.889879787,34.78053822,2.3626516387429e-05,0.000737205
SNTB1,0.782321577,4.524945903,34.68851007,2.39774919875423e-05,0.000743595
AC015871.1,1.69981643,2.770759775,34.70145665,2.39277629563937e-05,0.000743595
PRCP,0.63479819,5.888841084,34.46978561,2.48354999775839e-05,0.000767862
ZFP36L1,-0.476852911,9.220553593,34.29915979,2.55288970537777e-05,0.000785456
SLC16A3,0.63130621,7.005945017,34.2918724,2.55589943374763e-05,0.000785456
SLC1A3,1.09424862,5.071586971,34.23480237,2.57960848256892e-05,0.000790355
ACOT13,0.760288096,6.567836658,34.11663778,2.62949109909413e-05,0.000803219
ELL2,0.624114372,6.392635527,33.90226751,2.72278838342619e-05,0.000822965
GSTO1,0.566301246,8.354674982,33.89392065,2.72649584758067e-05,0.000822965
ADM,1.281671497,3.926750906,33.89659843,2.72530582589274e-05,0.000822965
TUBB3,2.108053849,2.455378453,33.92798276,2.71140201284995e-05,0.000822965
ZFP36L2,-0.605896878,7.708506528,33.84900204,2.74654556119295e-05,0.000826564
MITF,0.587023247,6.265529168,33.77014783,2.78214609621372e-05,0.000832353
FLI1,-0.642341882,5.692494213,33.77690698,2.77907422039331e-05,0.000832353
EPS15,-0.614541166,5.9161684,33.71889298,2.80556525102662e-05,0.000834451
SIGLEC7,0.76886005,4.900464562,33.72501307,2.80275723191376e-05,0.000834451
LRMP,-1.171832568,3.627344274,33.60934865,2.85636687203147e-05,0.000847083
VAC14,0.583283942,5.992327442,33.49511793,2.9104496047049e-05,0.000860613
PTMS,-0.589855653,6.432300616,33.43852287,2.93767175379169e-05,0.000866145
CCRL2,1.148925589,3.485998317,33.42057823,2.94636296741128e-05,0.000866197
RHOC,0.61942162,6.670578934,33.39590278,2.95836153749655e-05,0.000867218
TBC1D14,-0.609317725,5.844017557,33.33050111,2.9904309071796e-05,0.0008741
HSD3B7,0.971407513,4.672773395,33.29639695,3.00730910209933e-05,0.000876514
SNX6,-0.559826763,7.935400924,33.03933442,3.13804288435786e-05,0.000912005
TMEM156,4.297882149,0.677149522,32.87541986,3.22474757296151e-05,0.000934534
SLC38A2,0.631127549,6.074677683,32.68376391,3.32957149787876e-05,0.000959445
MVK,-1.831596807,2.521188596,32.68778521,3.32733300358909e-05,0.000959445
MSRB2,-0.869799494,4.44923303,32.56419646,3.39691212143325e-05,0.000976084
RASGRP3,0.691007238,5.342223582,32.50893328,3.4285544592079e-05,0.000979642
PLAAT3,-2.135716833,1.980802366,32.51161941,3.42700878174054e-05,0.000979642
SPTLC2,-0.760984432,5.00323485,32.41675629,3.48207515832243e-05,0.000992148
IER2,-0.804304552,4.800166758,32.31393965,3.54288826080665e-05,0.001006655
CCL4L2,1.119497304,4.45333817,32.26732577,3.57085296119399e-05,0.001011775
ITGAM,-0.542973337,6.726257384,32.24125423,3.58660236185788e-05,0.001013414
YPEL2,-0.839317922,4.494518865,32.21389498,3.60321393987444e-05,0.001015288
YPEL3,-0.840146323,5.23595918,32.16808573,3.63122235488205e-05,0.001020353
CAPN2,0.661053181,5.250446512,32.12817949,3.65582181584655e-05,0.001024436
LIPA,0.462817316,9.665816311,31.89734655,3.80185609990279e-05,0.001062431
COLEC12,-0.767685933,6.335547485,31.74110104,3.90443606161531e-05,0.001088107
TNC,2.366122923,1.481620673,31.71863515,3.91944071124305e-05,0.001089305
SGK1,0.554771832,7.588576277,31.67337006,3.94987055895287e-05,0.001094771
ACVRL1,1.464470851,3.113824231,31.60524186,3.99617398029032e-05,0.001101601
RNF125,-0.927425178,4.409858541,31.60619676,3.99552076850298e-05,0.001101601
HTR2B,-1.447281552,3.013468241,31.47301629,4.08779907865649e-05,0.001123813
SH3BGRL3,0.438729832,10.92513137,31.36542696,4.16410292537399e-05,0.001141705
HLA-DQA1,-0.59868613,6.18144156,31.28153336,4.22471685333325e-05,0.00115521
ANXA2,0.483607051,10.06073264,31.25638823,4.24307781717093e-05,0.00115712
TPM4,0.556635242,7.89200364,31.16143436,4.31322930157178e-05,0.001173106
IGFLR1,-0.655826749,6.32042289,31.13618799,4.33210069791458e-05,0.001175097
MRO,1.041618009,3.971463273,31.10043702,4.35898368636268e-05,0.001179244
CDK2AP2,-0.535519085,6.486258774,31.01788573,4.42178009940646e-05,0.001191606
SQOR,0.551367175,6.582419455,31.00964249,4.42810653007706e-05,0.001191606
ST3GAL6,0.845883964,5.789781803,30.91198962,4.50383408629367e-05,0.001208786
AGPAT4,0.899830488,3.832672154,30.85939833,4.54522191353809e-05,0.001213491
TGM2,2.034115904,2.960264047,30.8733873,4.53417127649304e-05,0.001213491
LINC02244,1.274132608,4.002069246,30.83814804,4.5620668332789e-05,0.0012148
AC100810.1,0.645695858,5.189465162,30.79428542,4.59705947999763e-05,0.001220921
ID2,0.600744842,6.764124319,30.5092289,4.83198760528222e-05,0.001273341
SLC11A2,0.65435972,5.232184903,30.52199505,4.8211812613695e-05,0.001273341
FLVCR2,1.344276475,2.823429194,30.51122819,4.8302934288396e-05,0.001273341
PLPP3,1.598974433,2.372740771,30.47575993,4.86044849330813e-05,0.001277532
F2RL3,-2.351026956,1.95358005,30.38484937,4.93871489424002e-05,0.001294758
TRPV2,0.621055218,5.668413981,30.34376119,4.97455405339062e-05,0.001300801
PPBP,4.574951318,0.776867797,30.23755061,5.06856329387862e-05,0.001318604
ZCCHC24,-0.841701016,4.060193149,30.24535119,5.06159105731083e-05,0.001318604
CLEC4A,-0.731393373,5.530818356,30.11264152,5.18169690168881e-05,0.001344597
LAMP1,0.508329185,8.621765501,30.09510143,5.19781034513027e-05,0.001345347
HPGDS,-1.318862697,3.450624165,30.05881493,5.2313251678926e-05,0.001350585
CISH,-1.754525882,2.533542413,30.00775461,5.27889894963825e-05,0.00135632
P2RY8,-1.297329227,3.727217988,30.00635666,5.28020829201193e-05,0.00135632
PELI1,-0.767236256,4.423526505,29.94400505,5.33898194568908e-05,0.001367963
SRSF7,0.586163538,7.103800972,29.81592886,5.46203806645107e-05,0.001395976
ITPR1,0.76673459,4.682162828,29.78501224,5.49222014989148e-05,0.001400172
TUBA1C,0.549175542,8.142445155,29.71428209,5.5619799931942e-05,0.001414412
IQSEC1,0.56408179,5.685632857,29.6610433,5.61514791270538e-05,0.001420828
FABP4,3.082223238,6.794353736,29.66210257,5.61408448363571e-05,0.001420828
ATP1A1,0.572237152,5.979701418,29.60719198,5.66951152313525e-05,0.001431024
CKAP4,0.848829737,5.3719057,29.57151294,5.70585692090686e-05,0.001436633
PYROXD2,-1.684842126,2.410347883,29.34705591,5.9406252373317e-05,0.00149205
SPINT2,-0.781632185,4.804947634,29.24952894,6.04601331631904e-05,0.001514779
TNFAIP2,-0.501734482,7.197854803,29.19304122,6.10801791661636e-05,0.001526554
TREM2,0.586736831,7.546451748,29.1660526,6.13789537629375e-05,0.001530262
PCDH12,-2.432494268,2.007396986,29.10946796,6.20107348990147e-05,0.001538709
ALDH3A2,0.619917035,5.710371551,29.10861572,6.20203062882225e-05,0.001538709
HLA-DQB1,-0.563035054,6.592180033,29.04975348,6.26854295376295e-05,0.001551426
AC073611.1,0.997265852,4.320308325,28.96360267,6.36734610102286e-05,0.001572054
CD74,-0.460688055,10.4294662,28.90747555,6.43266104200307e-05,0.001584335
PGM2L1,1.123540538,5.004658788,28.8790541,6.46602300107482e-05,0.001588705
LCP1,0.52674288,8.078471898,28.84888202,6.5016536791276e-05,0.001589779
CD209,-0.633136825,5.511540764,28.85405452,6.49552969285178e-05,0.001589779
EAF1,0.820776269,4.715180756,28.73056671,6.64352723823914e-05,0.001620575
SLC3A2,0.6123382,6.389048973,28.57667866,6.83331089270308e-05,0.001654963
RASA3,0.825527702,4.196650683,28.58235059,6.82620832409906e-05,0.001654963
TLNRD1,0.772952696,5.13383339,28.58595876,6.8216943960688e-05,0.001654963
RELL1,-0.7324508,5.331176117,28.43631656,7.01176083138113e-05,0.001694148
EPB41L1,1.899536335,1.87813278,28.37295774,7.09402995626866e-05,0.001709964
HIPK2,0.721917043,5.142928327,28.32181072,7.16123729095817e-05,0.001722083
NME8,-2.552977151,1.374301556,28.22808037,7.28627196948641e-05,0.001748018
AC096537.1,1.902040108,1.946675991,28.20080559,7.32311731510821e-05,0.001752724
TMEM173,-0.750936126,4.655411155,28.14846575,7.39441314770728e-05,0.001765633
ETS2,-0.676049351,5.3891796,28.10711029,7.45130039271006e-05,0.00177505
CORO1C,0.516119463,7.079469667,28.06208488,7.51379802426905e-05,0.001781593
BCL2A1,1.364622896,4.815485747,28.06489747,7.50987673019924e-05,0.001781593
TUBB6,0.682113958,4.962365423,28.02944871,7.55946847113411e-05,0.001788254
PPP1R15A,0.704519351,5.436612835,28.00142116,7.59893976431733e-05,0.00179342
ATP6V1H,0.524466194,6.260753774,27.87681308,7.77726376126025e-05,0.001831258
TCIRG1,0.561511486,5.908698184,27.84889878,7.81785563841122e-05,0.001835576
TBC1D4,-0.940319717,4.099293198,27.8394182,7.83169626032211e-05,0.001835576
EMP1,0.665648479,7.332665683,27.68300228,8.0640842552166e-05,0.001885698
NIBAN2,0.671777375,6.024222259,27.56109704,8.25059962997191e-05,0.001924888
CBX1,-0.59655465,5.521606048,27.54555165,8.27473212895568e-05,0.0019261
SLC6A6,0.530667344,6.928380196,27.39349382,8.5150314579546e-05,0.001977509
RAI14,2.276136606,1.745894126,27.36038156,8.56839720553311e-05,0.001980858
AIFM2,1.093445004,4.119762282,27.36830689,8.55558998827702e-05,0.001980858
JUNB,-0.673567096,6.904086263,27.34181686,8.5984822542981e-05,0.001983305
LMNA,0.546836781,8.145416329,27.30633962,8.65630702514346e-05,0.001987629
AC092490.1,-2.085672,1.855651488,27.31450466,8.64295996283015e-05,0.001987629
TSC22D3,-1.008384371,3.792152561,27.2904639,8.68232505477889e-05,0.001989113
CD28,0.72202807,4.941870597,27.20715277,8.82031472453e-05,0.002016185
LPXN,0.561638867,7.070815005,27.00966363,9.15741544994017e-05,0.002088548
RB1,-0.44375067,8.43067626,26.97586875,9.21654562725331e-05,0.002097331
BASP1,0.492282172,7.621574014,26.83412476,9.46928942059241e-05,0.002150036
PRKACB,-0.492557285,6.557292551,26.72557321,9.66813993286499e-05,0.002180584
HLA-DPB1,-0.576350527,7.934852944,26.73189095,9.65643848247922e-05,0.002180584
TBRG4,0.79033191,4.456987312,26.7418828,9.63796459094389e-05,0.002180584
STXBP5-AS1,1.715638115,2.32235499,26.69202812,9.73053938517197e-05,0.002189802
TM4SF19,1.407481382,5.820923528,26.613786,9.87785665552947e-05,0.002203455
CPED1,-0.988670424,3.404384413,26.62764356,9.8515827248157e-05,0.002203455
P2RX7,0.989533978,3.787490771,26.62424001,9.85802854250617e-05,0.002203455
CALM3,-0.474833159,9.054693778,26.63116434,9.8449199028421e-05,0.002203455
MGST3,0.557006925,7.890308353,26.57146135,9.9585949786432e-05,0.002216605
INKA1,-1.723054331,2.418280492,26.52974395,0.000100389,0.002219907
ERGIC1,0.594567465,5.047821132,26.53943622,0.000100202,0.002219907
CD276,0.574826913,5.457377724,26.5405002,0.000100181,0.002219907
DHCR7,-1.652288874,3.001380654,26.4927815,0.000101107,0.002230927
PCYT2,-1.005180524,3.421295407,26.45299298,0.000101886,0.00224325
TXNDC16,-1.072320733,3.324383969,26.41069204,0.000102721,0.002256764
ADIPOR2,-0.726922953,4.585350068,26.34525327,0.000104029,0.00227567
EPSTI1,-1.01232322,3.928064432,26.34784848,0.000103977,0.00227567
FMNL1,0.553029717,6.1072626,26.32326556,0.000104473,0.002280472
PRRG4,-1.193100294,3.107481937,26.30168749,0.000104911,0.002284555
G6PD,0.625893824,5.276928831,26.2919217,0.000105109,0.002284555
TMC6,0.539660056,5.792002103,26.17169,0.000107591,0.0023335
KLF7,-0.841635989,4.184526736,26.08005696,0.000109526,0.002370424
TGFBI,0.443271752,9.706048803,26.06891996,0.000109764,0.002370529
TMEM43,0.942990557,3.546216393,26.04588662,0.000110258,0.00237615
TNFSF13B,-0.488015028,6.599496627,25.96909824,0.000111923,0.002406927
ECH1,0.677076254,5.694600786,25.86458525,0.000114234,0.002451454
SQSTM1,0.436667481,8.475721936,25.76905944,0.000116394,0.002487311
ZNRF2,-0.679603874,4.995431791,25.77693365,0.000116214,0.002487311
CARD16,-0.629588772,7.223822434,25.75273141,0.000116768,0.002490068
C1orf162,0.526180815,7.889710376,25.72971547,0.000117297,0.002490909
IFITM3,-0.639676428,6.29276569,25.73345586,0.000117211,0.002490909
GPBAR1,-0.85495198,4.262771823,25.71486246,0.00011764,0.002492987
SLC18B1,-0.722764579,5.359113935,25.69071747,0.0001182,0.002499645
ZNF528-AS1,-0.97328777,3.409452849,25.60879698,0.000120122,0.002535025
ST3GAL6-AS1,1.630660996,2.255757557,25.58574685,0.000120669,0.002535717
SLC39A8,0.680784456,6.224252949,25.57213813,0.000120994,0.002535717
RESF1,-0.720124793,4.403735319,25.56551205,0.000121152,0.002535717
AQP9,1.99691335,2.736334314,25.5930517,0.000120496,0.002535717
SLC16A7,-0.951737113,3.877196538,25.53668406,0.000121843,0.002544952
MYLIP,1.233385086,3.776602131,25.42431598,0.000124581,0.002596808
UBE2J1,0.813922848,5.133223601,25.3972829,0.00012525,0.002605414
SCAMP5,-1.586715915,2.785553276,25.36239402,0.00012612,0.002613365
PDHA1,0.646009423,4.886835135,25.36132933,0.000126147,0.002613365
GNPDA1,-0.485080866,7.351962965,25.31442139,0.000127326,0.002632449
PCSK5,1.464566529,2.447488304,25.26145263,0.000128674,0.002649537
AL035665.1,2.22368018,2.00334766,25.27066416,0.000128438,0.002649537
CD320,-0.916170151,3.894689554,25.08585979,0.000133257,0.002738367
FOXRED2,-0.943564239,3.82087495,25.04477182,0.000134356,0.002755382
TNFAIP8,-0.489762057,6.089416483,24.93338718,0.000137387,0.002811867
LRP12,0.838265538,3.756311031,24.77693889,0.000141775,0.00289585
B4GALT1,-0.604354946,6.064562376,24.66396409,0.000145042,0.002956645
LYL1,-0.590391062,4.984524142,24.53966214,0.000148735,0.003025867
C1QC,-0.45214558,9.523491658,24.41879486,0.000152428,0.003094813
ENTPD1,-0.867255015,4.640943889,24.40878717,0.000152739,0.003094938
ATP2A3,1.740087475,2.123943036,24.3917721,0.000153268,0.003099491
CAPG,0.462507998,9.614259428,24.36566636,0.000154084,0.003102461
ZNF503,0.733362602,4.183937878,24.35784282,0.00015433,0.003102461
LDHA,0.476975944,7.644643131,24.36260349,0.000154181,0.003102461
OAF,0.946489118,3.900222758,24.33323712,0.000155105,0.003111895
CD58,0.575468971,5.540952353,24.3118433,0.000155783,0.003119338
VAMP5,-0.948406446,3.636655012,24.28986395,0.000156483,0.003127192
ST6GAL1,-0.800284356,4.253644046,24.25636934,0.000157556,0.003142462
GIMAP1,-0.640033553,4.985860111,24.17294,0.000160265,0.003177802
CD226,2.39653793,1.620105558,24.17656025,0.000160146,0.003177802
ASF1B,-1.176854286,3.299491602,24.17984253,0.000160039,0.003177802
ISG15,-0.649359363,5.824783879,24.14731598,0.000161107,0.003188294
ITM2C,-1.198499669,3.368371738,24.0991923,0.000162703,0.003201194
HMGCS1,-1.474223552,4.446292306,24.10311444,0.000162573,0.003201194
UBASH3B,0.700177423,4.845386212,24.10805687,0.000162408,0.003201194
HHEX,-0.717882855,4.871638805,24.07444867,0.000163531,0.003211265
GMFB,0.521390792,5.977032308,24.03395533,0.000164895,0.003231821
MEIKIN,1.155497149,3.779874057,24.0016194,0.000165994,0.003247102
FAM20C,0.600064413,5.32112427,23.94646136,0.000167888,0.00327784
FRMD4A,0.574736042,6.347465517,23.92084819,0.000168775,0.003288857
KCNK6,-0.595780409,5.071147682,23.90443313,0.000169347,0.003293686
CXCL8,1.279498339,3.843053926,23.80281802,0.000172935,0.003357043
TALDO1,0.491337953,8.197775401,23.64852877,0.000178547,0.003459392
MIS18BP1,-0.65464735,4.53065624,23.62540724,0.000179406,0.003469421
RNF44,-0.56783882,5.127016475,23.58511959,0.000180913,0.003488298
ITGB1,0.458358009,7.023700058,23.58100633,0.000181068,0.003488298
FAH,0.664980076,5.193108399,23.55385869,0.000182093,0.003501408
AL034397.3,-1.026217864,3.232634019,23.54467152,0.000182441,0.003501486
ATP6V1F,0.429983707,9.222414339,23.52402521,0.000183226,0.003509938
ITGB5,0.481951475,6.971095389,23.37345387,0.000189071,0.003615095
CREB5,0.970112999,4.142669477,23.32356396,0.000191054,0.003646153
ANXA5,0.386191648,9.498780746,23.28577136,0.000192571,0.003668234
SLC25A1,-0.78298234,4.684024011,23.25409598,0.000193854,0.003685761
LINC02611,-0.758848516,4.875886755,23.24506803,0.000194221,0.003685855
NAIP,-0.58101658,6.355485853,23.2174458,0.00019535,0.00370037
AC004241.1,-1.233827422,2.728750066,23.14011871,0.000198549,0.00375398
DENND4C,0.711934504,4.110795178,23.08080588,0.000201043,0.003794082
RNASE1,-0.601703399,12.02042098,23.04270334,0.000202664,0.003817587
L3MBTL4-AS1,0.808600006,4.115579412,22.93954014,0.000207127,0.003891205
DENND6B,-0.992950479,3.369103824,22.9347397,0.000207337,0.003891205
EPS8,-0.589755245,4.830641351,22.89924215,0.0002089,0.003913319
SIGLEC1,-0.481293213,6.979889028,22.88490891,0.000209535,0.003917997
MREG,1.07288151,3.536205768,22.84974586,0.000211102,0.00394005
HIPK1,-0.582650044,5.115783843,22.80513216,0.000213109,0.003962965
GIMAP2,-0.739473507,4.970543182,22.8090511,0.000212932,0.003962965
CD163L1,-0.753428252,5.122402114,22.78090197,0.000214208,0.003976133
MPP1,0.473449618,7.562277143,22.7319447,0.000216448,0.004010397
RFC2,-0.77736507,4.259260916,22.72153034,0.000216928,0.004011981
S100B,-0.791522811,4.786200795,22.65189446,0.000220168,0.004064516
RASGEF1B,0.882971373,4.402970754,22.61354303,0.000221976,0.004090466
AKNA,0.550203588,5.254911399,22.47845969,0.000228478,0.004202673
CEBPA,-0.480418754,5.887256787,22.46135005,0.000229317,0.004210488
LHFPL2,0.641645917,6.81212725,22.40877271,0.000231916,0.004243974
CD44,0.430837465,8.021611908,22.40759303,0.000231975,0.004243974
FBLIM1,2.082127817,1.76937079,22.39010248,0.000232847,0.004252286
AP001816.1,-1.06349564,3.151947019,22.24060138,0.000240457,0.00438156
SYNGR2,0.436507829,7.145782453,22.23422629,0.000240788,0.00438156
PEA15,0.511698148,7.744314106,22.15760227,0.000244803,0.004446664
PARL,-0.46795806,6.185030375,22.14632094,0.0002454,0.004449571
APPL1,-0.485630339,5.887259111,22.02784441,0.000251775,0.004557043
KLHL6,0.773542927,3.848939057,21.96373132,0.000255303,0.004612686
MGLL,0.472951083,7.253079597,21.93687875,0.000256797,0.004631454
THEMIS2,0.501522966,5.797497668,21.88036691,0.000259974,0.004680449
DCSTAMP,1.70380435,2.084662793,21.87110855,0.000260498,0.004681609
ATG4C,-0.723971525,5.137417906,21.83445766,0.000262587,0.004710824
HSPA6,-0.820600448,3.822256146,21.82329536,0.000263227,0.00471399
B3GNT2,0.526449551,5.561980252,21.70001054,0.000270413,0.004834166
SLAMF7,1.325918892,2.646894388,21.67974266,0.000271615,0.004841602
LRFN4,0.90999441,3.815330029,21.67696109,0.000271781,0.004841602
SIGLEC15,1.091407795,3.042745685,21.60850349,0.00027589,0.004906209
CALCOCO2,-0.623113769,4.817657935,21.56632602,0.000278456,0.004943208
DDX60L,0.636540054,4.564767545,21.54913013,0.00027951,0.004953276
IFI16,-0.441428572,6.982610712,21.50384915,0.000282308,0.004994147
NQO1,0.593321446,5.752617525,21.42917548,0.00028699,0.005068168
MMP2,0.749310004,3.914637478,21.42060268,0.000287533,0.00506896
KBTBD8,1.336959689,2.403040223,21.37768853,0.00029027,0.005099525
KCTD2,-0.918462341,3.672103765,21.38112815,0.000290049,0.005099525
RGS20,2.537271273,1.35709472,22.1254332,0.000292217,0.005124885
MOB3B,1.201762374,2.844876596,21.33755381,0.000292856,0.005127243
CIITA,-0.777491025,4.038537148,21.3257764,0.000293619,0.005131782
ZFYVE16,0.525079869,6.006450497,21.291463,0.000295857,0.005153188
BST2,-0.414163978,7.88573828,21.29625214,0.000295544,0.005153188
UPP1,0.5833306,4.740704583,21.26702744,0.000297463,0.005172296
DAPK1-IT1,0.942876048,3.514998611,21.24016149,0.000299239,0.005194307
