TableS3 predicted macrophage cis-regulatory elements ,,,,,,,,,
seqnames,start,end,width,strand,score,gene,peak,zscore,pvalue
chr11,17840346,18106091,265746,*,0.054310047,SAAL1,chr11-17840190-17840502,3.643664393,0.000134392
chr11,18042426,18073474,31049,*,0.063678839,TPH1,chr11-18073401-18073546,3.760196441,8.49E-05
chr11,18255177,18726230,471054,*,0.060812119,IGSF22,chr11-18254771-18255582,4.1843326,1.43E-05
chr11,18384074,18394388,10315,*,0.055438512,LDHA,chr11-18383287-18384861,2.900729719,0.001861474
chr11,18394388,18410702,16315,*,0.052892688,LDHA,chr11-18410516-18410887,3.59093395,0.000164748
chr11,18394388,18618077,223690,*,0.054099299,LDHA,chr11-18617834-18618319,3.157463007,0.000795742
chr11,18412307,18601391,189085,*,0.08826971,LDHC,chr11-18601096-18601686,9.287768123,7.88E-21
chr11,18651214,18693122,41909,*,0.052098135,TMEM86A,chr11-18650946-18651481,3.819643174,6.68E-05
chr11,19117099,19241574,124476,*,0.060866077,ZDHHC13,chr11-19240588-19242559,2.890865121,0.001920915
chr11,19200669,19241620,40952,*,0.070741841,E2F8,chr11-19200265-19201073,3.916279152,4.50E-05
chr11,19241574,19241620,47,*,0.186462925,E2F8,chr11-19240588-19242559,7.627441361,1.20E-14
chr11,19241574,19350724,109151,*,0.106651816,NAV2,chr11-19240588-19242559,2.916775128,0.001768353
chr11,19241620,19541513,299894,*,0.051194202,E2F8,chr11-19541389-19541636,3.626424116,0.000143687
chr11,19241620,19680273,438654,*,0.051630587,E2F8,chr11-19679994-19680551,2.941439428,0.001633454
chr11,19241620,19712855,471236,*,0.104207152,E2F8,chr11-19712070-19713640,3.84233381,6.09E-05
chr11,19350724,19380679,29956,*,0.075200501,NAV2,chr11-19380385-19380972,2.0956744,0.018055542
chr11,19350724,19508300,157577,*,0.064557946,NAV2,chr11-19508150-19508450,2.362353685,0.009079654
chr11,19350724,19603213,252490,*,0.072688889,NAV2,chr11-19602953-19603473,2.075437717,0.018972993
chr11,19350724,19646511,295788,*,0.055413685,NAV2,chr11-19646385-19646637,1.863254087,0.031213263
chr11,19350724,19672745,322022,*,0.094190719,NAV2,chr11-19672617-19672872,4.495204703,3.48E-06
chr11,19350724,19680273,329550,*,0.07645535,NAV2,chr11-19679994-19680551,2.550002512,0.005386107
chr11,19350724,19712855,362132,*,0.136712016,NAV2,chr11-19712070-19713640,3.86588425,5.53E-05
chr11,19350724,19714809,364086,*,0.140616939,NAV2,chr11-19714524-19715094,5.190025359,1.05E-07
chr11,19350724,19715569,364846,*,0.147492774,NAV2,chr11-19715359-19715779,5.474872205,2.19E-08
chr11,19350724,19721393,370670,*,0.058350399,NAV2,chr11-19721173-19721612,1.809997554,0.035148083
chr11,19350724,19723857,373134,*,0.083876459,NAV2,chr11-19723539-19724175,2.353570524,0.00929704
chr11,19350724,19727423,376700,*,0.055161435,NAV2,chr11-19727294-19727551,1.821622991,0.034256105
chr11,19350724,19728652,377929,*,0.102796537,NAV2,chr11-19728295-19729009,3.368890368,0.000377357
chr11,19350724,19777378,426655,*,0.056235274,NAV2,chr11-19776851-19777905,1.926139733,0.027043464
chr11,21888781,22193176,304396,*,0.126959348,ANO5,chr11-21888155-21889407,2.336451842,0.009733852
chr11,21897415,22193176,295762,*,0.220068438,ANO5,chr11-21896827-21898003,4.307358295,8.26E-06
chr11,21909341,22193176,283836,*,0.144539376,ANO5,chr11-21909203-21909479,2.585899896,0.004856257
chr11,22041930,22193176,151247,*,0.108927539,ANO5,chr11-22041864-22041996,2.738602541,0.003085046
chr11,22049455,22193176,143722,*,0.122827964,ANO5,chr11-22049399-22049511,2.992136408,0.001385162
chr11,22193176,22208705,15530,*,0.084039697,ANO5,chr11-22208604-22208805,1.647184614,0.049760053
chr11,22193176,22291329,98154,*,0.0941541,ANO5,chr11-22291137-22291520,2.21482801,0.013385936
chr11,22193176,22518549,325374,*,0.079597767,ANO5,chr11-22518466-22518631,1.677513655,0.046721041
chr11,26309599,26332202,22604,*,0.051875664,ANO3,chr11-26331997-26332407,3.369212012,0.000376917
chr11,27423319,27472775,49457,*,0.083477182,LGR4,chr11-27423149-27423489,5.674122787,6.97E-09
chr11,27468513,27472775,4263,*,0.100102484,LGR4,chr11-27468239-27468786,5.6838528,6.58E-09
chr11,27472775,27533099,60325,*,0.0599969,LGR4,chr11-27532887-27533310,3.503041885,0.000229989
chr11,27574740,27722058,147319,*,0.077422389,BDNF,chr11-27574639-27574841,4.437143453,4.56E-06
chr11,28108014,28108308,295,*,0.104992561,KIF18A,chr11-28107355-28108673,2.718799628,0.003275964
chr11,31812391,32137425,325035,*,0.052830504,RCN1,chr11-32137330-32137520,3.604754136,0.000156224
chr11,31817031,31817961,931,*,0.084511879,PAX6,chr11-31816893-31817168,5.401544537,3.30E-08
chr11,33081853,33542072,460220,*,0.102125995,KIAA1549L,chr11-33081743-33081963,6.464071341,5.10E-11
chr11,33542072,33898300,356229,*,0.05241276,KIAA1549L,chr11-33897983-33898617,3.47929082,0.000251371
chr11,33874645,34358008,483364,*,0.085654901,ABTB2,chr11-33874580-33874710,3.821532495,6.63E-05
chr11,33875059,34358008,482950,*,0.057471752,ABTB2,chr11-33874931-33875187,2.40318627,0.008126453
chr11,33976777,34358008,381232,*,0.085831479,ABTB2,chr11-33976453-33977100,4.179742034,1.46E-05
chr11,34007000,34358008,351009,*,0.067255371,ABTB2,chr11-34006643-34007357,2.812420446,0.002458509
chr11,34052364,34105602,53239,*,0.052260755,NAT10,chr11-34051120-34053608,3.122285214,0.000897265
chr11,34148768,34358008,209241,*,0.068301857,ABTB2,chr11-34148595-34148940,2.906050731,0.001830111
chr11,34264975,34621093,356119,*,0.103014862,EHF,chr11-34264909-34265041,4.19977988,1.34E-05
chr11,34358008,34654325,296318,*,0.056999381,ABTB2,chr11-34653998-34654652,2.142868409,0.016061833
chr11,34358008,34707622,349615,*,0.066271357,ABTB2,chr11-34707561-34707683,3.420397926,0.000312648
chr11,34358008,34754501,396494,*,0.061021169,ABTB2,chr11-34754308-34754694,2.62470084,0.004336256
chr11,34358008,34840811,482804,*,0.054395811,ABTB2,chr11-34840539-34841082,2.582501313,0.004904349
chr11,34438925,34514901,75977,*,0.051021778,CAT,chr11-34514716-34515086,3.39719459,0.000340403
chr11,34585992,34621093,35102,*,0.052072582,EHF,chr11-34585326-34586658,3.216141531,0.000649634
chr11,34621093,35097048,475956,*,0.055124944,EHF,chr11-35096777-35097319,3.282817816,0.000513875
chr11,35030544,35138870,108327,*,0.075168982,CD44,chr11-35029861-35031226,3.906600529,4.68E-05
chr11,35036431,35138870,102440,*,0.069311088,CD44,chr11-35035883-35036978,2.851431619,0.002176142
chr11,35083247,35138870,55624,*,0.057219668,CD44,chr11-35082365-35084128,2.950269905,0.001587482
chr11,35138870,35139328,459,*,0.082278764,CD44,chr11-35138646-35140009,4.286823169,9.06E-06
chr11,35138870,35200762,61893,*,0.058232109,CD44,chr11-35200712-35200812,4.063887969,2.41E-05
chr11,35138870,35233620,94751,*,0.052198995,CD44,chr11-35233380-35233859,2.912998564,0.001789881
chr11,35138870,35304228,165359,*,0.050445475,CD44,chr11-35303709-35304747,2.362366118,0.00907935
chr11,35138870,35598847,459978,*,0.050966203,CD44,chr11-35598609-35599084,2.491863479,0.006353744
chr11,35138870,35618848,479979,*,0.071122916,CD44,chr11-35617798-35619898,3.658064684,0.000127063
chr11,35554032,35618419,64388,*,0.050021279,FJX1,chr11-35553861-35554202,4.176344865,1.48E-05
chr11,35616742,35618419,1678,*,0.059215596,FJX1,chr11-35616692-35616792,4.262770958,1.01E-05
chr11,35618419,35618848,430,*,0.052507276,FJX1,chr11-35617798-35619898,3.133323852,0.000864193
chr11,36296288,36362211,65924,*,0.078839342,PRR5L,chr11-36361782-36362640,5.103454508,1.67E-07
chr11,36296288,36377319,81032,*,0.052549044,PRR5L,chr11-36376159-36378479,2.867966186,0.002065598
chr11,43325086,43680558,355473,*,0.059406019,HSD17B12,chr11-43324935-43325237,3.997451807,3.20E-05
chr11,44310166,44774347,464182,*,0.064648977,ALX4,chr11-44774237-44774456,4.673503852,1.48E-06
chr11,44310166,44792779,482614,*,0.072001778,ALX4,chr11-44792663-44792894,6.118441004,4.72E-10
chr11,44564427,44570845,6419,*,0.056671158,CD82,chr11-44570600-44571089,3.902766528,4.75E-05
chr11,44564427,44862424,297998,*,0.051230037,CD82,chr11-44861934-44862913,2.976058366,0.001459896
chr11,45885651,46098826,213176,*,0.052427084,MAPK8IP1,chr11-46098766-46098885,4.390730628,5.65E-06
chr11,45918812,46038740,119929,*,0.053553332,PEX16,chr11-46038635-46038844,3.787686786,7.60E-05
chr11,46144141,46332905,188765,*,0.063785639,DGKZ,chr11-46143962-46144320,3.807356535,7.02E-05
chr11,46144141,46380756,236616,*,0.065896405,MDK,chr11-46143962-46144320,2.065207256,0.019451697
chr11,46176320,46380756,204437,*,0.101500399,MDK,chr11-46176001-46176638,4.116673363,1.92E-05
chr11,46226905,46719180,492276,*,0.070331851,F2,chr11-46226820-46226989,4.660255427,1.58E-06
chr11,46309947,46380756,70810,*,0.061773314,MDK,chr11-46309774-46310119,2.4238546,0.007678376
chr11,46321717,46380756,59040,*,0.05479202,MDK,chr11-46321415-46322019,2.211349011,0.013505839
chr11,46332905,46363331,30427,*,0.057783926,DGKZ,chr11-46362763-46363899,2.861693063,0.002106924
chr11,46332905,46611698,278794,*,0.05561618,DGKZ,chr11-46611578-46611817,3.02605425,0.001238839
chr11,46332905,46617496,284592,*,0.055660101,DGKZ,chr11-46616629-46618362,2.625294229,0.004328706
chr11,46332905,46693778,360874,*,0.050227565,DGKZ,chr11-46693670-46693885,2.993351709,0.001379658
chr11,46336925,46380756,43832,*,0.065076777,MDK,chr11-46336657-46337193,2.424214541,0.00767077
chr11,46339609,46380756,41148,*,0.078195329,MDK,chr11-46339045-46340173,3.684933663,0.000114381
chr11,46361621,46380756,19136,*,0.060292753,MDK,chr11-46360951-46362291,3.063445275,0.001094021
chr11,46363331,46846308,482978,*,0.051515317,CKAP5,chr11-46362763-46363899,1.677931134,0.046680272
chr11,46380756,46465881,85126,*,0.054358639,MDK,chr11-46465824-46465937,1.979238677,0.02389457
chr11,46380756,46693778,313023,*,0.202293144,MDK,chr11-46693670-46693885,11.65817764,1.04E-31
chr11,46380756,46731803,351048,*,0.055239374,MDK,chr11-46731747-46731859,2.295648208,0.010848002
chr11,46380756,46865541,484786,*,0.104294695,MDK,chr11-46865395-46865687,4.266573036,9.92E-06
chr11,46383331,46846308,462978,*,0.050158762,CKAP5,chr11-46383256-46383405,2.969075492,0.001493486
chr11,46617909,46684572,66664,*,0.06220886,HARBI1,chr11-46683970-46685173,4.241986471,1.11E-05
chr11,46718353,47186443,468091,*,0.055585667,PACSIN3,chr11-46718289-46718417,4.360945697,6.48E-06
chr11,46719180,46875609,156430,*,0.098569965,F2,chr11-46875394-46875824,9.729704515,1.13E-22
chr11,46719180,46882082,162903,*,0.059081248,F2,chr11-46881988-46882176,3.813696135,6.85E-05
chr11,46741826,46846308,104483,*,0.064029908,CKAP5,chr11-46741655-46741996,4.404906865,5.29E-06
chr11,46846081,47214465,368385,*,0.051710051,DDB2,chr11-46845476-46846685,2.212604287,0.01346247
chr11,46846308,47214719,368412,*,0.086022118,CKAP5,chr11-47213746-47215692,3.830857734,6.38E-05
chr11,46846308,47269880,423573,*,0.051174422,CKAP5,chr11-47268583-47271176,1.758391625,0.039340449
chr11,46859377,47248300,388924,*,0.076570833,NR1H3,chr11-46859041-46859713,1.658283562,0.048630123
chr11,46859377,47269161,409785,*,0.083558086,MADD,chr11-46859041-46859713,1.843953871,0.032594932
chr11,46865541,47248300,382760,*,0.061350344,NR1H3,chr11-46865395-46865687,1.898597009,0.028808741
chr11,46865541,47269161,403621,*,0.074244808,MADD,chr11-46865395-46865687,2.002633971,0.022608295
chr11,46865541,47352702,487162,*,0.067154346,MYBPC3,chr11-46865395-46865687,3.247422467,0.000582277
chr11,46936689,47254811,318123,*,0.057740532,C11orf49,chr11-47254302-47255320,4.108516132,1.99E-05
chr11,46952731,47352702,399972,*,0.055479921,MYBPC3,chr11-46952681-46952781,2.782267707,0.002699025
chr11,47018221,47352702,334482,*,0.063959674,MYBPC3,chr11-47018057-47018384,3.311617737,0.000463791
chr11,47056418,47248300,191883,*,0.07196191,NR1H3,chr11-47056235-47056601,1.877061573,0.030254828
chr11,47056418,47269161,212744,*,0.092557619,MADD,chr11-47056235-47056601,2.452522007,0.007092935
chr11,47057552,47248300,190749,*,0.096790598,NR1H3,chr11-47057397-47057707,2.505145724,0.006120048
chr11,47057552,47269161,211610,*,0.08399357,MADD,chr11-47057397-47057707,1.806392663,0.035428513
chr11,47186443,47551320,364878,*,0.054025237,PACSIN3,chr11-47551255-47551384,3.86393562,5.58E-05
chr11,47214465,47214719,255,*,0.058632965,DDB2,chr11-47213746-47215692,3.261286442,0.00055454
chr11,47220573,47248300,27728,*,0.070531344,NR1H3,chr11-47220402-47220743,1.933511203,0.026586627
chr11,47220573,47269161,48589,*,0.098658524,MADD,chr11-47220402-47220743,2.258909126,0.011944519
chr11,47234227,47248300,14074,*,0.064621848,NR1H3,chr11-47233852-47234602,1.957711389,0.025131944
chr11,47241934,47248300,6367,*,0.200121937,NR1H3,chr11-47241405-47242462,5.896385757,1.86E-09
chr11,47241934,47269161,27228,*,0.174147999,MADD,chr11-47241405-47242462,5.56193869,1.33E-08
chr11,47241934,47352702,110769,*,0.075439097,MYBPC3,chr11-47241405-47242462,3.77288282,8.07E-05
chr11,47241934,47565569,323636,*,0.054567469,CELF1,chr11-47241405-47242462,3.349584524,0.000404664
chr11,47248300,47254811,6512,*,0.12306567,NR1H3,chr11-47254302-47255320,3.894201174,4.93E-05
chr11,47248300,47257808,9509,*,0.15308431,NR1H3,chr11-47257430-47258186,6.406281026,7.46E-11
chr11,47248300,47306437,58138,*,0.091038019,NR1H3,chr11-47306145-47306729,2.659709342,0.003910406
chr11,47248300,47375194,126895,*,0.058254976,NR1H3,chr11-47375100-47375287,1.876168393,0.03031608
chr11,47248300,47377818,129519,*,0.057036048,NR1H3,chr11-47376626-47379009,2.236576255,0.012657024
chr11,47248300,47388280,139981,*,0.198620674,NR1H3,chr11-47387955-47388605,6.298756357,1.50E-10
chr11,47248300,47477579,229280,*,0.076323599,NR1H3,chr11-47477450-47477707,1.758610449,0.039321848
chr11,47248300,47540526,292227,*,0.093911256,NR1H3,chr11-47540084-47540968,2.209953007,0.013554212
chr11,47248300,47571056,322757,*,0.157579465,NR1H3,chr11-47570762-47571350,4.177418163,1.47E-05
chr11,47248300,47587943,339644,*,0.075206131,NR1H3,chr11-47587175-47588710,2.419233795,0.00777662
chr11,47248300,47607469,359170,*,0.075255446,NR1H3,chr11-47607393-47607544,2.405578258,0.008073447
chr11,47248300,47620746,372447,*,0.086310977,NR1H3,chr11-47620573-47620919,2.511317521,0.006014073
chr11,47248300,47688245,439946,*,0.087071529,NR1H3,chr11-47688047-47688443,1.966252173,0.024634744
chr11,47248300,47724299,476000,*,0.08867924,NR1H3,chr11-47723882-47724716,1.896243466,0.028963929
chr11,47254811,47269161,14351,*,0.117130149,MADD,chr11-47254302-47255320,3.509471375,0.000224499
chr11,47257808,47269161,11354,*,0.141610156,MADD,chr11-47257430-47258186,4.647071757,1.68E-06
chr11,47265389,47426473,161085,*,0.052064197,PSMC3,chr11-47265310-47265467,3.92133895,4.40E-05
chr11,47269161,47287715,18555,*,0.083626267,MADD,chr11-47287483-47287946,2.336976773,0.009720196
chr11,47269161,47297196,28036,*,0.060739729,MADD,chr11-47297038-47297353,1.680842217,0.046396783
chr11,47269161,47306437,37277,*,0.121821662,MADD,chr11-47306145-47306729,3.364205271,0.000383822
chr11,47269161,47333962,64802,*,0.083625917,MADD,chr11-47333824-47334100,3.077515292,0.001043671
chr11,47269161,47340691,71531,*,0.089526837,MADD,chr11-47340603-47340779,2.346829655,0.009466954
chr11,47269161,47361159,91999,*,0.07979545,MADD,chr11-47360820-47361497,1.690988462,0.045419503
chr11,47269161,47377818,108658,*,0.077005625,MADD,chr11-47376626-47379009,3.091666244,0.000995182
chr11,47269161,47388280,119120,*,0.22429412,MADD,chr11-47387955-47388605,6.517987207,3.56E-11
chr11,47269161,47513610,244450,*,0.100575177,MADD,chr11-47513345-47513874,2.087986834,0.018399511
chr11,47269161,47571056,301896,*,0.137211278,MADD,chr11-47570762-47571350,3.356086714,0.000395269
chr11,47269161,47587943,318783,*,0.104938179,MADD,chr11-47587175-47588710,3.890221899,5.01E-05
chr11,47269161,47607469,338309,*,0.09322953,MADD,chr11-47607393-47607544,3.211110424,0.000661116
chr11,47269161,47620746,351586,*,0.104326414,MADD,chr11-47620573-47620919,3.877428226,5.28E-05
chr11,47269161,47688245,419085,*,0.115898424,MADD,chr11-47688047-47688443,2.549360428,0.005396035
chr11,47269161,47724299,455139,*,0.086612575,MADD,chr11-47723882-47724716,1.750785044,0.039991472
chr11,47269161,47765942,496782,*,0.077352478,MADD,chr11-47765862-47766021,2.548431765,0.005410423
chr11,47277692,47352702,75011,*,0.067266743,MYBPC3,chr11-47277554-47277830,3.572296945,0.000176932
chr11,47277692,47715389,437698,*,0.063665209,AGBL2,chr11-47277554-47277830,4.19246871,1.38E-05
chr11,47333962,47352702,18741,*,0.054196443,MYBPC3,chr11-47333824-47334100,2.565786642,0.005147106
chr11,47340691,47352702,12012,*,0.100435924,MYBPC3,chr11-47340603-47340779,4.30829062,8.23E-06
chr11,47352702,47388280,35579,*,0.070641891,MYBPC3,chr11-47387955-47388605,3.690958367,0.000111705
chr11,47352702,47607469,254768,*,0.083223176,MYBPC3,chr11-47607393-47607544,3.940488627,4.07E-05
chr11,47352702,47620746,268045,*,0.067466537,MYBPC3,chr11-47620573-47620919,3.5987609,0.000159868
chr11,47352702,47724299,371598,*,0.050160978,MYBPC3,chr11-47723882-47724716,1.946066445,0.025823379
chr11,47352702,47765942,413241,*,0.093406339,MYBPC3,chr11-47765862-47766021,4.117575574,1.91E-05
chr11,47352702,47843530,490829,*,0.068022835,MYBPC3,chr11-47843144-47843916,3.236349638,0.000605345
chr11,47375194,47565569,190376,*,0.053318843,CELF1,chr11-47375100-47375287,3.566937919,0.000180589
chr11,47388280,47586693,198414,*,0.065646295,FAM180B,chr11-47387955-47388605,3.768703071,8.20E-05
chr11,47388280,47767443,379164,*,0.069824179,FNBP4,chr11-47387955-47388605,4.186308532,1.42E-05
chr11,47394342,47565430,171089,*,0.050149,PTPMT1,chr11-47392919-47395765,2.989105425,0.001398978
chr11,47407132,47513610,106479,*,0.050279077,SLC39A13,chr11-47513345-47513874,2.515739993,0.005939139
chr11,47408183,47767443,359261,*,0.050088882,FNBP4,chr11-47407019-47409346,2.229842894,0.012878937
chr11,47426473,47434623,8151,*,0.051099234,PSMC3,chr11-47434349-47434896,3.202550029,0.000681083
chr11,47426473,47571056,144584,*,-0.055258328,PSMC3,chr11-47570762-47571350,-4.089326357,2.16E-05
chr11,47469462,47586693,117232,*,0.050086898,FAM180B,chr11-47468895-47470029,2.571853006,0.005057792
chr11,47513610,47579015,65406,*,0.051757983,KBTBD4,chr11-47513345-47513874,2.718341433,0.003280505
chr11,47547810,47579015,31206,*,0.051520461,KBTBD4,chr11-47547582-47548038,2.686980953,0.003605053
chr11,47552841,47579015,26175,*,0.057743618,KBTBD4,chr11-47551936-47553745,2.66858428,0.003808583
chr11,47560665,47594659,33995,*,0.059669257,C1QTNF4,chr11-47560604-47560726,6.935850927,2.02E-12
chr11,47571056,47586693,15638,*,0.085769813,FAM180B,chr11-47570762-47571350,4.390210406,5.66E-06
chr11,47571056,47715389,144334,*,0.061506136,AGBL2,chr11-47570762-47571350,3.583078058,0.000169785
chr11,47571056,47980558,409503,*,-0.085340352,PTPRJ,chr11-47570762-47571350,-4.612426506,1.99E-06
chr11,47579015,47620746,41732,*,0.061491302,KBTBD4,chr11-47620573-47620919,3.557154653,0.000187447
chr11,47579015,48061449,482435,*,0.055942779,KBTBD4,chr11-48061239-48061659,3.231025093,0.000616736
chr11,47586693,47587943,1251,*,0.052742522,FAM180B,chr11-47587175-47588710,3.449802887,0.000280498
chr11,47586693,47620746,34054,*,0.052274428,FAM180B,chr11-47620573-47620919,2.678167082,0.003701314
chr11,47586693,47688245,101553,*,0.07741808,FAM180B,chr11-47688047-47688443,3.118290027,0.000909519
chr11,47586693,47710349,123657,*,0.061103966,FAM180B,chr11-47710242-47710455,2.975092804,0.0014645
chr11,47586693,47951640,364948,*,0.083891659,FAM180B,chr11-47951542-47951738,4.061231408,2.44E-05
chr11,47586693,48009067,422375,*,0.05241161,FAM180B,chr11-48008929-48009204,2.512604814,0.005992175
chr11,47587943,47980558,392616,*,-0.067720069,PTPRJ,chr11-47587175-47588710,-3.254626522,0.000567708
chr11,47715242,47980558,265317,*,-0.054302855,PTPRJ,chr11-47714641-47715842,-2.712892746,0.003334935
chr11,47715389,48015135,299747,*,0.06203254,AGBL2,chr11-48015030-48015239,3.490194872,0.000241334
chr11,47797874,47848555,50682,*,0.052061542,NUP160,chr11-47797586-47798161,3.509818939,0.000224206
chr11,47843530,47980558,137029,*,-0.056077305,PTPRJ,chr11-47843144-47843916,-2.929927845,0.001695204
chr11,56842917,57324952,482036,*,0.070598766,TNKS1BP1,chr11-56842691-56843142,4.174107546,1.50E-05
chr11,56843630,57324952,481323,*,0.052058944,TNKS1BP1,chr11-56843528-56843731,3.344925738,0.000411523
chr11,57192412,57324952,132541,*,0.050685984,TNKS1BP1,chr11-57192187-57192637,2.951467746,0.001581338
chr11,57206796,57390657,183862,*,0.06665755,PRG2,chr11-57206719-57206872,5.414101544,3.08E-08
chr11,57217257,57427580,210324,*,0.059460086,SLC43A3,chr11-57217192-57217321,3.915751628,4.51E-05
chr11,57245115,57324952,79838,*,0.061425072,TNKS1BP1,chr11-57244964-57245265,3.528834144,0.000208697
chr11,57249647,57324952,75306,*,0.053078419,TNKS1BP1,chr11-57248952-57250342,2.691058512,0.003561285
chr11,57288965,57460549,171585,*,0.064236734,RTN4RL2,chr11-57288791-57289138,4.152880035,1.64E-05
chr11,57311305,57324952,13648,*,0.076618209,TNKS1BP1,chr11-57310729-57311881,4.39814685,5.46E-06
chr11,57311305,57427580,116276,*,0.076727282,SLC43A3,chr11-57310729-57311881,3.273203618,0.000531679
chr11,57315670,57324952,9283,*,0.063606302,TNKS1BP1,chr11-57315480-57315860,3.650814829,0.000130705
chr11,57324952,57325018,67,*,0.053626025,TNKS1BP1,chr11-57324068-57325967,3.02259499,0.001253087
chr11,57324952,57405729,80778,*,0.057951577,TNKS1BP1,chr11-57405470-57405987,3.559872099,0.000185518
chr11,57324952,57485763,160812,*,0.094666551,TNKS1BP1,chr11-57485483-57486043,5.273326179,6.70E-08
chr11,57324952,57741689,416738,*,0.051821348,TNKS1BP1,chr11-57741024-57742353,2.686077066,0.003614821
chr11,57335579,57712221,376643,*,0.050829592,MED19,chr11-57334786-57336372,2.867024955,0.002071752
chr11,57390657,57632910,242254,*,0.05448467,PRG2,chr11-57632729-57633091,3.50718652,0.000226436
chr11,57390657,57637866,247210,*,0.060214985,PRG2,chr11-57637745-57637987,3.9531269,3.86E-05
chr11,57406761,57427580,20820,*,0.081331701,SLC43A3,chr11-57406374-57407148,3.821291164,6.64E-05
chr11,57417167,57460549,43383,*,0.0534278,RTN4RL2,chr11-57417062-57417271,3.506598212,0.000226937
chr11,57425398,57427580,2183,*,0.098063518,SLC43A3,chr11-57424627-57426169,4.507958569,3.27E-06
chr11,57425398,57712221,286824,*,0.053598908,MED19,chr11-57424627-57426169,3.055615834,0.001122994
chr11,57427166,57427580,415,*,0.051923913,SLC43A3,chr11-57426708-57427624,2.00077498,0.022708322
chr11,57427580,57792819,365240,*,0.050837171,SLC43A3,chr11-57792061-57793576,2.66339184,0.003867864
chr11,57485763,57649944,164182,*,0.08900018,YPEL4,chr11-57485483-57486043,4.554195499,2.63E-06
chr11,57527345,58023881,496537,*,0.062017843,OR9Q1,chr11-57527272-57527418,6.3624727,9.93E-11
chr11,57646863,57712600,65738,*,0.059502021,TMX2,chr11-57646806-57646919,4.254543746,1.05E-05
chr11,58508105,58768824,260720,*,0.09437718,OR5B21,chr11-58768771-58768876,6.537141408,3.14E-11
chr11,58508105,58938784,430680,*,0.062010438,OR5B21,chr11-58938670-58938897,4.977607078,3.22E-07
chr11,58532117,58622673,90557,*,0.050619788,CNTF,chr11-58531835-58532398,4.200991112,1.33E-05
chr11,58558556,58904215,345660,*,0.108463096,GLYATL2,chr11-58558455-58558657,7.909140852,1.30E-15
chr11,58578220,58640596,62377,*,0.077514447,LPXN,chr11-58639591-58641601,4.682471063,1.42E-06
chr11,58578220,58650753,72534,*,0.050837277,LPXN,chr11-58650578-58650928,3.341880272,0.000416065
chr11,58731974,58746686,14713,*,0.069961919,GLYAT,chr11-58746624-58746748,3.718578374,0.000100174
chr11,58731974,59013425,281452,*,0.065608947,GLYAT,chr11-59012700-59014149,3.60296194,0.000157306
chr11,58746290,58904215,157926,*,0.068419817,GLYATL2,chr11-58746200-58746380,3.230961611,0.000616873
chr11,58904215,58905752,1538,*,0.052485939,GLYATL2,chr11-58905257-58906247,2.019667953,0.021708921
chr11,58904215,59036991,132777,*,0.080576503,GLYATL2,chr11-59036863-59037118,5.827349741,2.82E-09
chr11,58904215,59152616,248402,*,0.077655578,GLYATL2,chr11-59152518-59152713,4.95236337,3.67E-07
chr11,58904215,59175351,271137,*,0.059826856,GLYATL2,chr11-59175277-59175424,3.387434813,0.000352747
chr11,58904215,59213222,309008,*,0.063297415,GLYATL2,chr11-59212819-59213625,3.327897042,0.000437521
chr11,58905398,59368623,463226,*,0.059389674,GLYATL1,chr11-59368014-59369232,4.300779215,8.51E-06
chr11,58935160,59142748,207589,*,0.051444653,FAM111A,chr11-58934929-58935391,3.360121233,0.000389541
chr11,59013425,59212951,199527,*,-0.061602258,MPEG1,chr11-59012700-59014149,-2.752371791,0.002958265
chr11,59102388,59142748,40361,*,0.054667209,FAM111A,chr11-59102099-59102677,2.843303213,0.002232429
chr11,59106971,59107185,215,*,0.168203935,FAM111B,chr11-59106343-59107599,7.873638602,1.72E-15
chr11,59106971,59142748,35778,*,0.133411743,FAM111A,chr11-59106343-59107599,5.149325116,1.31E-07
chr11,59107185,59108120,936,*,0.071358013,FAM111B,chr11-59107827-59108412,4.412250502,5.12E-06
chr11,59107185,59116237,9053,*,0.058911512,FAM111B,chr11-59116187-59116287,3.993742739,3.25E-05
chr11,59107185,59142904,35720,*,0.061898438,FAM111B,chr11-59142320-59143488,2.848046522,0.002199425
chr11,59107185,59145200,38016,*,0.098343993,FAM111B,chr11-59144514-59145885,5.831169648,2.75E-09
chr11,59107185,59158123,50939,*,0.059591494,FAM111B,chr11-59157395-59158851,3.326277362,0.000440072
chr11,59142748,59142904,157,*,0.050877273,FAM111A,chr11-59142320-59143488,2.320626224,0.010153513
chr11,59142748,59145200,2453,*,0.071763817,FAM111A,chr11-59144514-59145885,3.975156164,3.52E-05
chr11,59142748,59537411,394664,*,0.055337359,FAM111A,chr11-59536731-59538090,2.683757884,0.00363999
chr11,59171430,59192113,20684,*,0.057461329,DTX4,chr11-59191928-59192298,3.503559376,0.000229542
chr11,59171430,59208123,36694,*,0.060373848,DTX4,chr11-59207867-59208378,3.407199865,0.000328165
chr11,59186483,59669312,482830,*,0.052041842,AP000640.2,chr11-59186429-59186536,4.084777166,2.21E-05
chr11,59190189,59212951,22763,*,-0.050285462,MPEG1,chr11-59190020-59190358,-1.838714287,0.03297861
chr11,59192113,59212951,20839,*,-0.065174294,MPEG1,chr11-59191928-59192298,-2.793657932,0.002605779
